x, y
0.02449837960370668, 0.44807182571716
0.057162470395533016, 0.4431748625556956
0.06532859693010178, 0.4395021440763516
0.06532859693010178, 0.43521730714770157
0.06532859693010178, 0.43521730714770157
0.0816604346527902, 0.42909609930411696
0.12249065197918568, 0.4168536991839645
0.14698903158289198, 0.4125688622553145
0.14698903158289198, 0.4125688622553145
0.14698903158289198, 0.4064476621952382
0.19598496009740635, 0.4021628252665882
0.19598496009740635, 0.39114466204504766
0.21231721316654464, 0.38012649882350713
0.2286494662356822, 0.36543562490613085
0.26131355702750814, 0.35319322478597837
0.2858115212847661, 0.34217506156443783
0.3103099008884724, 0.3311568983428973
0.3184756120765928, 0.32197509825278287
0.34297399168029913, 0.3036114980725542
0.36747195593755705, 0.288920624155178
0.39197033554126337, 0.27484187647061603
0.4083021732639518, 0.26504795014768734
0.41646829979852057, 0.2552540238247587
0.44913239059034726, 0.2497449499974968
0.45729851712491604, 0.23811467611015869
0.489962607916742, 0.23015709735163944
0.489962607916742, 0.2240358972915632
0.5634569160349634, 0.2117934971714108
0.636951639499634, 0.20628442334414887
0.6532834772223224, 0.20322382331411074
0.6777818568260287, 0.2013874757497013
0.7676080026669393, 0.1971026232540345
0.7921063822706463, 0.1897571707283296
0.8247704730624723, 0.1842480969010677
0.8411027261316099, 0.1769026755093963
0.8819329434580053, 0.17016934921650578
0.8982647811806937, 0.16282389669080088
0.9309288719725197, 0.15609057039791036
0.947261125041658, 0.14813302277342463
0.9717590892989152, 0.14262394894616273
1.0044235954371903, 0.13589062265327218
1.0534195239517061, 0.12670882256315785
1.0697517770208438, 0.1181391487058578
1.1269142474163767, 0.11079369618015297
1.1840763024654606, 0.10467249612007672
1.2249065197918554, 0.09977554852562913
1.2494048993955615, 0.09304222223273859
1.2984008279100767, 0.08630889593984799
1.3473971717710402, 0.0759028745181385
1.412725768701142, 0.0697816744580623
1.461721697215658, 0.06549682196239548
1.5270502941457598, 0.058763495669504937
1.5923784757294117, 0.054478674307871705
1.6577070726595133, 0.04896956934657632
1.755699345034992, 0.046521095549352534
1.8455259062223517, 0.04223627418771924
1.9108540878060045, 0.035502916760795235
2.017012902062502, 0.03183022163197628
2.1231713009725492, 0.02693327403752871
2.212997862159909, 0.022036326443081077
2.3109905498818364, 0.02019991661060464
2.417148948791884, 0.01775147394741438
2.4988093834446747, 0.014690873917376248
2.5968020711666018, 0.013466621451747563
2.670296379284824, 0.011018116520490251
2.760122940472183, 0.010406021421709492
2.841783375124974, 0.00856967385729999
2.9234438097777633, 0.0073454213916713616
3.0051042444305542, 0.006733326292890545
3.103096932152482, 0.005509073827261917
3.209255331062531, 0.004896916460414049
3.299081476903441, 0.004896916460414049
3.388908453437249, 0.0042848213616332315
3.5032325635354162, 0.0030605688960045467
3.6012252512573437, 0.002448473797223787
3.71555019204841, 0.001224221331595102
3.8053763378893213, 0.0006121262328143426
3.927866989868506, 0.001224221331595102
4.025859677590435, 0.001224221331595102
4.1156858234313445, 0.0006121262328143426
4.230010764222409, 0.0006121262328143426
4.336169163132457, -0.0006121262328143426
4.434161850854385, 0.0006121262328143426
4.5403202497644335, -3.1134033525254964e-8
4.646478648674481, 0.0006121262328143426
4.760803589465548, -0.0006121262328143426
4.8587962771874755, -3.1134033525254964e-8
4.98945264035478, -0.0006121262328143426
5.111943292333966, 0.0006121262328143426
5.226268233125032, 0.0006121262328143426
5.307928667777823, -0.0006121262328143426
5.414087066687871, -3.1134033525254964e-8
5.536577718667055, 0.0006121262328143426
5.642736117577103, -0.0006121262328143426
5.7815590226254265, -3.1134033525254964e-8
5.920381927673749, -0.0018363786984430279
6.091868508167452, -0.0006121262328143426
6.206193448958516, -0.0012242835996622106
6.320517559056684, -0.0012242835996622106
6.43484249984775, -0.0006121262328143426
6.573665404896072, -0.0006121262328143426
6.663491550736982, -0.0006121262328143426
6.802314455785306, 0.0006121262328143426
6.908472854695355, -0.0006121262328143426
7.047295759743678, -0.0006121262328143426
7.169786411722862, -3.1134033525254964e-8
7.3004427748901675, -0.0006121262328143426
7.43926567993849, -0.0012242835996622106
7.602586549244072, -0.0006121262328143426
7.741409454292397, -0.0006121262328143426
7.863900106271581, -0.0006121262328143426
7.970058505181629, -3.1134033525254964e-8
